activity_date,vessels_at_anchor,vessels_at_berth,vessels_departed,average_days_at_berth,average_days_in_port
2021-10-01,28.00000,16.00000,3.00000,4.00000,13.66000
2021-10-04,27.00000,18.00000,3.00000,9.33000,18.33000
2021-10-05,28.00000,17.00000,2.00000,9.00000,13.50000
2021-10-06,29.00000,18.00000,2.00000,3.50000,19.50000
2021-10-07,25.00000,19.00000,7.00000,5.43000,17.00000
2021-10-08,26.00000,18.00000,1.00000,9.00000,25.00000
2021-10-12,27.00000,16.00000,11.00000,6.36000,15.91000
2021-10-13,27.00000,18.00000,0.00000,0.00000,0.00000
2021-10-14,29.00000,16.00000,5.00000,4.80000,10.20000
2021-10-15,29.00000,16.00000,3.00000,6.33000,15.33000
2021-10-18,33.00000,15.00000,6.00000,9.50000,17.50000
2021-10-19,36.00000,18.00000,2.00000,4.50000,14.50000
2021-10-20,37.00000,19.00000,0.00000,0.00000,0.00000
2021-10-21,42.00000,17.00000,2.00000,8.50000,23.00000
2021-10-22,39.00000,17.00000,4.00000,8.50000,21.50000
2021-10-25,38.00000,16.00000,9.00000,8.00000,17.66000
2021-10-26,38.00000,17.00000,0.00000,0.00000,0.00000
2021-10-27,40.00000,18.00000,2.00000,8.00000,21.00000
2021-10-28,38.00000,17.00000,3.00000,7.66000,19.66000
2021-10-29,37.00000,15.00000,4.00000,3.50000,15.50000
2021-11-01,32.00000,18.00000,8.00000,8.75000,18.38000
2021-11-02,33.00000,17.00000,1.00000,4.00000,7.00000
2021-11-03,32.00000,16.00000,3.00000,8.00000,31.00000
2021-11-04,29.00000,19.00000,3.00000,5.33000,11.00000
2021-11-05,33.00000,16.00000,3.00000,8.00000,14.30000
2021-11-08,40.00000,15.00000,5.00000,5.80000,16.60000
2021-11-09,37.00000,17.00000,0.00000,0.00000,0.00000
2021-11-10,42.00000,17.00000,2.00000,10.50000,25.50000
2021-11-12,38.00000,14.00000,8.00000,5.75000,14.25000
2021-11-15,34.00000,17.00000,5.00000,10.40000,32.20000
2021-11-16,40.00000,17.00000,1.00000,10.00000,32.00000
2021-11-17,36.00000,18.00000,4.00000,9.00000,15.75000
2021-11-18,33.00000,17.00000,5.00000,2.20000,16.40000
2021-11-19,29.00000,18.00000,4.00000,5.75000,31.00000
2021-11-22,26.00000,18.00000,8.00000,6.62500,16.37500
2021-11-23,26.00000,17.00000,1.00000,2.00000,33.00000
2021-11-24,23.00000,19.00000,1.00000,8.00000,34.00000
2021-11-29,18.00000,14.00000,11.00000,7.00000,24.90000
2021-11-30,17.00000,16.00000,1.00000,2.00000,3.00000
2021-12-01,11.00000,18.00000,4.00000,8.25000,28.50000
2021-12-02,12.00000,17.00000,2.00000,6.00000,6.00000
2021-12-03,12.00000,16.00000,1.00000,14.00000,23.00000
2021-12-06,9.00000,16.00000,7.00000,7.42000,23.28000
2021-12-07,9.00000,17.00000,1.00000,7.00000,24.00000
2021-12-08,5.00000,18.00000,3.00000,7.66000,18.66000
2021-12-09,4.00000,19.00000,2.00000,5.50000,6.00000
2021-12-10,5.00000,17.00000,2.00000,8.00000,31.00000
2021-12-13,8.00000,13.00000,9.00000,7.11000,24.33000
2021-12-14,7.00000,22.00000,1.00000,4.00000,4.00000
2021-12-15,7.00000,17.00000,1.00000,1.00000,1.00000
2021-12-16,3.00000,17.00000,6.00000,10.00000,14.00000
2021-12-17,5.00000,18.00000,3.00000,8.00000,24.60000
2021-12-20,6.00000,16.00000,3.00000,5.30000,16.00000
2021-12-21,7.00000,16.00000,3.00000,5.30000,5.60000
2021-12-22,6.00000,15.00000,2.00000,8.00000,8.00000
2021-12-23,3.00000,17.00000,3.00000,9.00000,18.66000
2021-12-27,6.00000,16.00000,5.00000,8.40000,9.00000
2021-12-28,4.00000,16.00000,3.00000,8.00000,30.00000
2021-12-29,2.00000,17.00000,4.00000,6.50000,7.25000
2021-12-30,3.00000,15.00000,2.00000,5.00000,36.50000
2022-01-03,4.00000,17.00000,5.00000,9.00000,12.00000
2022-01-04,5.00000,16.00000,2.00000,11.50000,13.50000
2022-01-05,4.00000,18.00000,2.00000,11.00000,11.00000
2022-01-06,4.00000,19.00000,0.00000,0.00000,0.00000
2022-01-07,2.00000,17.00000,4.00000,7.00000,32.00000
2022-01-10,6.00000,14.00000,9.00000,6.88000,10.22000
2022-01-11,5.00000,18.00000,3.00000,4.66000,4.66000
2022-01-12,4.00000,17.00000,1.00000,9.00000,9.00000
2022-01-13,3.00000,18.00000,1.00000,3.00000,3.00000
2022-01-14,11.00000,16.00000,2.00000,5.00000,5.00000
2022-01-18,5.00000,17.00000,3.00000,8.60000,8.60000
2022-01-19,4.00000,18.00000,2.00000,4.00000,10.00000
2022-01-20,4.00000,16.00000,2.00000,8.00000,8.00000
2022-01-21,4.00000,15.00000,4.00000,8.50000,8.70000
2022-01-24,6.00000,15.00000,6.00000,7.50000,10.33000
2022-01-25,4.00000,15.00000,3.00000,4.00000,4.00000
2022-01-26,3.00000,15.00000,2.00000,5.50000,5.50000
2022-01-27,1.00000,15.00000,2.00000,3.00000,10.00000
2022-01-28,1.00000,19.00000,0.00000,0.00000,0.00000
2022-01-31,0.00000,16.00000,12.00000,6.00000,6.50000
2022-02-01,0.00000,16.00000,3.00000,10.66000,11.00000
2022-02-02,1.00000,17.00000,4.00000,4.75000,9.00000
2022-02-03,0.00000,16.00000,3.00000,2.33000,3.66000
2022-02-04,0.00000,16.00000,3.00000,5.00000,5.66000
2022-02-07,2.00000,18.00000,5.00000,5.00000,5.60000
2022-02-08,1.00000,15.00000,4.00000,5.75000,5.75000
2022-02-09,1.00000,18.00000,2.00000,3.50000,4.50000
2022-02-10,2.00000,17.00000,3.00000,7.33000,7.33000
2022-02-11,2.00000,15.00000,6.00000,5.83000,5.83000
2022-02-14,2.00000,16.00000,7.00000,5.85000,6.57000
2022-02-15,3.00000,17.00000,0.00000,0.00000,0.00000
2022-02-16,5.00000,17.00000,3.00000,8.00000,8.33000
2022-02-17,3.00000,19.00000,4.00000,5.50000,5.50000
2022-02-18,4.00000,17.00000,2.00000,3.50000,7.50000
2022-02-22,4.00000,14.00000,12.00000,6.75000,7.25000
2022-02-23,4.00000,18.00000,1.00000,6.00000,6.00000
2022-02-24,3.00000,15.00000,6.00000,4.00000,4.00000
2022-02-25,4.00000,16.00000,1.00000,6.00000,6.00000
2022-02-28,2.00000,14.00000,10.00000,5.30000,5.30000
2022-03-01,3.00000,14.00000,0.00000,0.00000,0.00000
2022-03-02,1.00000,14.00000,3.00000,6.30000,7.30000
2022-03-03,2.00000,14.00000,3.00000,4.30000,4.30000
2022-03-04,1.00000,18.00000,4.00000,5.50000,5.50000
2022-03-07,1.00000,15.00000,8.00000,6.37500,6.37500
2022-03-08,3.00000,13.00000,2.00000,3.00000,3.00000
2022-03-09,2.00000,13.00000,2.00000,3.00000,3.00000
2022-03-10,3.00000,14.00000,1.00000,5.00000,5.00000
2022-03-11,1.00000,13.00000,7.00000,6.71000,8.28000
2022-03-14,2.00000,13.00000,7.00000,5.70000,7.50000
2022-03-15,3.00000,13.00000,3.00000,4.00000,4.00000
2022-03-16,2.00000,14.00000,0.00000,0.00000,0.00000
2022-03-17,1.00000,15.00000,1.00000,4.00000,4.00000
2022-03-18,2.00000,13.00000,5.00000,6.00000,6.00000
2022-03-21,1.00000,14.00000,8.00000,5.87500,6.37500
2022-03-22,2.00000,14.00000,4.00000,6.25000,6.25000
2022-03-23,2.00000,15.00000,2.00000,4.00000,4.50000
2022-03-24,1.00000,15.00000,4.00000,4.75000,4.75000
2022-03-25,2.00000,15.00000,1.00000,5.00000,5.00000
2022-03-29,3.00000,16.00000,7.00000,5.71400,5.85700
2022-03-30,1.00000,17.00000,1.00000,8.00000,8.00000
2022-03-31,2.00000,18.00000,3.00000,6.00000,8.00000
2022-04-01,2.00000,16.00000,4.00000,5.50000,5.50000
2022-04-04,1.00000,13.00000,10.00000,6.80000,7.50000
2022-04-05,3.00000,14.00000,2.00000,9.00000,11.00000
2022-04-06,2.00000,14.00000,2.00000,2.00000,2.00000
2022-04-07,2.00000,14.00000,2.00000,7.00000,7.00000
2022-04-08,2.00000,15.00000,1.00000,5.00000,5.00000
2022-04-11,2.00000,14.00000,6.00000,6.83000,7.33000
2022-04-12,1.00000,16.00000,1.00000,8.00000,8.00000
2022-04-13,2.00000,18.00000,1.00000,7.00000,7.00000
2022-04-14,1.00000,18.00000,5.00000,4.00000,5.40000
2022-04-15,3.00000,16.00000,3.00000,7.00000,7.00000
2022-04-18,4.00000,16.00000,5.00000,6.20000,6.60000
2022-04-19,3.00000,17.00000,0.00000,0.00000,0.00000
2022-04-20,2.00000,16.00000,6.00000,9.00000,9.00000
2022-04-21,2.00000,17.00000,2.00000,10.00000,10.00000
2022-04-22,2.00000,15.00000,2.00000,5.50000,10.00000
2022-04-25,1.00000,16.00000,7.00000,8.86000,8.86000
2022-04-26,2.00000,15.00000,2.00000,5.50000,5.50000
2022-04-27,2.00000,14.00000,2.00000,8.00000,8.00000
2022-04-28,3.00000,14.00000,4.00000,8.75000,8.75000
2022-04-29,0.00000,15.00000,5.00000,4.60000,4.80000
2022-05-02,0.00000,15.00000,6.00000,4.33000,6.50000
2022-05-03,0.00000,17.00000,2.00000,9.00000,9.50000
2022-05-04,0.00000,17.00000,3.00000,6.66000,6.66000
2022-05-05,0.00000,16.00000,2.00000,8.00000,8.00000
2022-05-06,1.00000,15.00000,2.00000,4.50000,5.50000
2022-05-09,1.00000,12.00000,7.00000,7.00000,7.14000
2022-05-10,1.00000,15.00000,1.00000,6.00000,6.00000
2022-05-11,0.00000,16.00000,3.00000,6.67000,6.67000
2022-05-12,0.00000,16.00000,5.00000,7.00000,7.40000
2022-05-13,0.00000,13.00000,3.00000,4.67000,4.67000
2022-05-16,1.00000,15.00000,5.00000,4.80000,4.80000
2022-05-17,4.00000,15.00000,0.00000,0.00000,0.00000
2022-05-18,3.00000,15.00000,4.00000,7.75000,7.75000
2022-05-19,3.00000,14.00000,3.00000,7.60000,7.60000
2022-05-20,1.00000,12.00000,4.00000,5.50000,5.50000
2022-05-23,1.00000,14.00000,5.00000,4.60000,4.60000
2022-05-24,0.00000,15.00000,4.00000,6.50000,7.60000
2022-05-25,0.00000,16.00000,4.00000,5.75000,6.00000
2022-05-26,0.00000,16.00000,1.00000,6.00000,6.00000
2022-05-27,0.00000,13.00000,4.00000,3.25000,4.00000
2022-05-31,0.00000,15.00000,9.00000,5.66000,5.66000
2022-06-01,0.00000,15.00000,2.00000,5.00000,5.00000
2022-06-02,0.00000,15.00000,2.00000,3.00000,3.00000
2022-06-03,1.00000,14.00000,3.00000,7.00000,7.00000
2022-06-06,1.00000,14.00000,5.00000,5.40000,5.40000
2022-06-07,0.00000,14.00000,3.00000,5.00000,5.00000
2022-06-08,1.00000,13.00000,4.00000,3.50000,3.50000
2022-06-09,0.00000,15.00000,4.00000,5.20000,5.20000
2022-06-10,1.00000,16.00000,2.00000,5.50000,5.50000
2022-06-13,0.00000,14.00000,6.00000,5.16000,5.16000
2022-06-14,1.00000,17.00000,1.00000,6.00000,6.00000
2022-06-15,0.00000,15.00000,5.00000,4.80000,4.80000
2022-06-16,2.00000,16.00000,3.00000,7.00000,7.00000
2022-06-17,2.00000,15.00000,7.00000,4.70000,5.10000
2022-06-21,4.00000,15.00000,3.00000,5.66000,6.33000
2022-06-22,2.00000,16.00000,4.00000,7.00000,7.00000
2022-06-23,2.00000,17.00000,3.00000,6.00000,6.00000
2022-06-24,0.00000,16.00000,5.00000,5.40000,5.80000
2022-06-27,1.00000,13.00000,9.00000,4.78000,6.55000
2022-06-28,1.00000,13.00000,3.00000,7.33000,7.33000
2022-06-29,1.00000,14.00000,2.00000,3.50000,3.50000
2022-06-30,1.00000,14.00000,1.00000,2.00000,2.00000
2022-07-01,0.00000,12.00000,2.00000,5.50000,5.50000
2022-07-05,0.00000,13.00000,11.00000,5.80000,6.00000
2022-07-06,0.00000,15.00000,0.00000,0.00000,0.00000
2022-07-07,1.00000,14.00000,3.00000,6.60000,6.60000
2022-07-08,1.00000,16.00000,1.00000,5.00000,5.00000
2022-07-11,1.00000,13.00000,9.00000,5.44000,6.55000
2022-07-12,1.00000,15.00000,1.00000,2.00000,2.00000
2022-07-13,2.00000,17.00000,1.00000,10.00000,10.00000
2022-07-14,2.00000,18.00000,0.00000,0.00000,0.00000
2022-07-15,2.00000,16.00000,4.00000,4.75000,4.75000
2022-07-18,1.00000,15.00000,9.00000,7.88000,7.89000
2022-07-19,2.00000,16.00000,1.00000,5.00000,5.00000
2022-07-20,1.00000,17.00000,3.00000,10.33000,10.33000
2022-07-21,0.00000,17.00000,1.00000,4.00000,7.00000
2022-07-22,0.00000,16.00000,5.00000,4.20000,4.80000
2022-07-25,0.00000,13.00000,11.00000,5.73000,6.36000
2022-07-26,0.00000,13.00000,2.00000,5.50000,5.50000
2022-07-27,1.00000,13.00000,1.00000,3.00000,3.00000
2022-07-28,2.00000,12.00000,4.00000,5.50000,5.50000
2022-07-29,2.00000,13.00000,5.00000,6.00000,6.40000
2022-08-01,1.00000,14.00000,5.00000,4.80000,4.80000
2022-08-02,1.00000,14.00000,1.00000,5.00000,5.00000
2022-08-03,1.00000,16.00000,3.00000,5.66000,5.66000
2022-08-04,1.00000,13.00000,4.00000,3.25000,3.25000
2022-08-05,1.00000,14.00000,0.00000,0.00000,0.00000
2022-08-08,0.00000,12.00000,8.00000,8.88000,9.00000
2022-08-09,0.00000,16.00000,2.00000,6.60000,6.50000
2022-08-10,0.00000,14.00000,4.00000,3.75000,5.25000
2022-08-11,0.00000,14.00000,1.00000,4.00000,4.00000
2022-08-12,1.00000,14.00000,2.00000,7.50000,7.50000
2022-08-15,0.00000,12.00000,6.00000,4.30000,4.30000
2022-08-16,0.00000,16.00000,2.00000,7.50000,7.50000
2022-08-17,0.00000,15.00000,2.00000,8.00000,8.00000
2022-08-18,0.00000,15.00000,3.00000,11.00000,11.00000
2022-08-19,0.00000,12.00000,3.00000,4.00000,4.00000
2022-08-22,0.00000,11.00000,6.00000,6.50000,6.50000
2022-08-23,0.00000,12.00000,1.00000,8.00000,8.00000
2022-08-24,0.00000,10.00000,4.00000,4.75000,4.75000
2022-08-25,0.00000,11.00000,1.00000,4.00000,4.00000
2022-08-26,0.00000,13.00000,1.00000,1.00000,1.00000
2022-08-29,0.00000,13.00000,8.00000,5.50000,5.50000
2022-08-30,0.00000,12.00000,2.00000,10.50000,10.50000
2022-08-31,0.00000,11.00000,4.00000,4.00000,4.00000
2022-09-01,0.00000,13.00000,0.00000,0.00000,0.00000
2022-09-02,0.00000,11.00000,2.00000,3.00000,3.00000
2022-09-06,0.00000,11.00000,6.00000,6.83300,6.83300
2022-09-07,0.00000,11.00000,2.00000,4.00000,4.00000
2022-09-08,1.00000,12.00000,2.00000,5.50000,5.50000
2022-09-09,0.00000,10.00000,4.00000,6.00000,6.00000
2022-09-12,0.00000,11.00000,7.00000,5.00000,5.00000
2022-09-13,0.00000,13.00000,1.00000,5.00000,5.00000
2022-09-14,1.00000,14.00000,1.00000,9.00000,9.00000
2022-09-15,1.00000,10.00000,6.00000,5.83000,5.83000
2022-09-16,0.00000,10.00000,2.00000,2.50000,2.50000
2022-09-19,0.00000,6.00000,6.00000,3.83000,4.16000
2022-09-20,0.00000,9.00000,1.00000,8.00000,8.00000
2022-09-21,0.00000,12.00000,0.00000,0.00000,0.00000
2022-09-22,0.00000,12.00000,2.00000,5.00000,5.00000
2022-09-23,0.00000,11.00000,1.00000,3.00000,3.00000
2022-09-26,1.00000,12.00000,8.00000,3.75000,3.75000
2022-09-27,1.00000,11.00000,4.00000,5.50000,5.50000
2022-09-28,0.00000,11.00000,3.00000,8.50000,8.50000
2022-09-29,0.00000,11.00000,3.00000,3.00000,3.00000
2022-09-30,0.00000,9.00000,3.00000,4.33000,4.33000
2022-10-03,0.00000,8.00000,4.00000,3.50000,3.50000
2022-10-04,0.00000,6.00000,3.00000,5.00000,5.00000
2022-10-05,0.00000,7.00000,3.00000,4.00000,4.00000
2022-10-06,0.00000,10.00000,0.00000,0.00000,0.00000
2022-10-07,0.00000,11.00000,1.00000,9.00000,9.00000
2022-10-11,0.00000,12.00000,9.00000,4.67000,4.67000
2022-10-12,0.00000,15.00000,0.00000,0.00000,0.00000
2022-10-13,0.00000,14.00000,3.00000,2.00000,2.00000
2022-10-14,1.00000,14.00000,1.00000,6.00000,6.00000
2022-10-17,0.00000,9.00000,11.00000,4.63000,4.63000
2022-10-18,1.00000,10.00000,2.00000,5.00000,5.00000
2022-10-19,0.00000,10.00000,1.00000,3.00000,3.00000
2022-10-20,0.00000,10.00000,1.00000,3.00000,3.00000
2022-10-21,1.00000,11.00000,1.00000,3.00000,3.00000
2022-10-24,1.00000,8.00000,9.00000,5.77000,6.00000
2022-10-25,1.00000,7.00000,2.00000,4.50000,4.50000
2022-10-26,1.00000,8.00000,1.00000,3.00000,3.00000
2022-10-27,0.00000,10.00000,2.00000,5.00000,5.50000
2022-10-28,0.00000,10.00000,1.00000,1.00000,1.00000
2022-10-31,1.00000,8.00000,6.00000,5.00000,5.00000
2022-11-01,1.00000,8.00000,1.00000,5.00000,5.00000
2022-11-02,0.00000,8.00000,3.00000,4.60000,4.60000
2022-11-03,0.00000,7.00000,2.00000,5.00000,5.00000
2022-11-04,0.00000,10.00000,1.00000,2.00000,2.00000
2022-11-07,0.00000,7.00000,7.00000,3.00000,3.00000
2022-11-08,0.00000,6.00000,3.00000,4.00000,4.00000
2022-11-09,0.00000,8.00000,1.00000,2.00000,2.00000
2022-11-10,0.00000,6.00000,2.00000,5.50000,5.50000
2022-11-14,1.00000,12.00000,4.00000,4.25000,4.25000
2022-11-15,2.00000,11.00000,3.00000,3.00000,4.67000
2022-11-16,1.00000,9.00000,5.00000,3.00000,3.00000
2022-11-17,1.00000,10.00000,0.00000,0.00000,0.00000
2022-11-18,0.00000,8.00000,5.00000,3.80000,3.80000
2022-11-21,1.00000,10.00000,5.00000,4.60000,5.00000
2022-11-22,0.00000,11.00000,2.00000,2.50000,2.50000
2022-11-23,1.00000,10.00000,3.00000,2.00000,2.00000
2022-11-28,1.00000,9.00000,9.00000,4.89000,4.89000
2022-11-29,0.00000,7.00000,5.00000,3.60000,3.60000
2022-11-30,0.00000,6.00000,4.00000,2.50000,2.50000
2022-12-01,0.00000,5.00000,2.00000,4.50000,4.50000
2022-12-02,0.00000,8.00000,0.00000,0.00000,0.00000
2022-12-05,0.00000,11.00000,7.00000,3.42000,3.42000
2022-12-06,0.00000,12.00000,1.00000,1.00000,1.00000
2022-12-07,0.00000,10.00000,4.00000,3.00000,3.00000
2022-12-08,0.00000,11.00000,1.00000,5.00000,5.00000
2022-12-09,0.00000,11.00000,2.00000,3.00000,3.00000
2022-12-12,0.00000,11.00000,7.00000,3.86000,3.86000
2022-12-13,0.00000,10.00000,4.00000,5.25000,5.25000
2022-12-14,1.00000,7.00000,5.00000,2.80000,2.80000
2022-12-15,0.00000,8.00000,3.00000,4.00000,4.33000
2022-12-16,1.00000,5.00000,1.00000,5.00000,5.00000
2022-12-19,0.00000,9.00000,5.00000,3.20000,3.20000
2022-12-20,0.00000,12.00000,0.00000,0.00000,0.00000
2022-12-21,0.00000,10.00000,4.00000,2.75000,2.75000
2022-12-22,1.00000,8.00000,2.00000,4.00000,4.00000
2022-12-23,0.00000,4.00000,5.00000,3.60000,3.60000
2022-12-27,0.00000,14.00000,1.00000,6.00000,6.00000
2022-12-28,0.00000,16.00000,0.00000,0.00000,0.00000
2022-12-29,0.00000,13.00000,7.00000,4.57000,4.57000
2022-12-30,0.00000,9.00000,4.00000,2.00000,2.00000
2023-01-03,0.00000,14.00000,6.00000,4.83000,4.83000
2023-01-04,2.00000,12.00000,1.00000,5.00000,5.00000
2023-01-05,3.00000,11.00000,1.00000,6.00000,6.00000
2023-01-06,3.00000,9.00000,4.00000,5.75000,5.75000
2023-01-09,0.00000,9.00000,7.00000,3.57000,4.42000
2023-01-10,0.00000,13.00000,1.00000,4.00000,4.00000
2023-01-11,1.00000,11.00000,3.00000,6.30000,6.30000
2023-01-12,1.00000,8.00000,5.00000,4.80000,4.80000
2023-01-13,0.00000,9.00000,1.00000,1.00000,3.00000
2023-01-17,0.00000,9.00000,5.00000,4.40000,4.40000
2023-01-18,0.00000,10.00000,2.00000,3.00000,3.00000
2023-01-19,0.00000,9.00000,2.00000,4.50000,4.50000
2023-01-20,0.00000,9.00000,2.00000,4.50000,4.50000
2023-01-23,0.00000,12.00000,7.00000,3.85700,4.14200
2023-01-24,1.00000,10.00000,3.00000,5.33000,5.33000
2023-01-25,0.00000,11.00000,2.00000,3.50000,3.50000
2023-01-26,0.00000,14.00000,2.00000,5.00000,5.00000
2023-01-27,0.00000,13.00000,4.00000,2.25000,2.25000
2023-01-30,0.00000,8.00000,8.00000,3.50000,3.60000
2023-01-31,0.00000,9.00000,3.00000,5.00000,5.00000
2023-02-01,0.00000,11.00000,0.00000,0.00000,0.00000
2023-02-02,0.00000,10.00000,3.00000,4.30000,4.30000
2023-02-03,1.00000,12.00000,1.00000,2.00000,2.00000
2023-02-06,0.00000,9.00000,6.00000,4.67000,4.67000
2023-02-07,0.00000,9.00000,5.00000,5.20000,5.20000
2023-02-08,1.00000,8.00000,2.00000,3.00000,3.00000
2023-02-09,0.00000,8.00000,5.00000,3.40000,3.40000
2023-02-10,0.00000,9.00000,2.00000,3.00000,3.00000
2023-02-13,2.00000,8.00000,5.00000,3.00000,3.00000
2023-02-14,2.00000,8.00000,1.00000,3.00000,3.00000
2023-02-15,0.00000,6.00000,5.00000,4.60000,4.60000
2023-02-16,0.00000,7.00000,1.00000,2.00000,2.00000
2023-02-17,0.00000,7.00000,2.00000,2.00000,2.00000
2023-02-21,0.00000,8.00000,5.00000,4.80000,4.80000
2023-02-22,1.00000,7.00000,1.00000,7.00000,7.00000
2023-02-23,1.00000,7.00000,2.00000,5.00000,6.00000
2023-02-24,0.00000,5.00000,4.00000,2.25000,2.25000
2023-02-27,0.00000,6.00000,2.00000,3.50000,3.50000
2023-02-28,0.00000,7.00000,1.00000,8.00000,8.00000
2023-03-01,0.00000,6.00000,2.00000,2.50000,2.50000
2023-03-02,0.00000,4.00000,3.00000,2.33000,2.33000
2023-03-03,0.00000,4.00000,1.00000,13.00000,13.00000
2023-03-06,0.00000,10.00000,4.00000,4.00000,4.00000
2023-03-07,1.00000,8.00000,1.00000,2.00000,2.00000
2023-03-08,0.00000,8.00000,3.00000,2.30000,2.60000
2023-03-09,0.00000,7.00000,4.00000,3.00000,3.00000
2023-03-10,0.00000,7.00000,2.00000,4.00000,4.00000
2023-03-13,0.00000,11.00000,3.00000,4.00000,4.00000
2023-03-14,0.00000,8.00000,3.00000,4.66000,4.66000
2023-03-15,0.00000,5.00000,4.00000,3.50000,3.50000
2023-03-16,0.00000,6.00000,1.00000,1.00000,1.00000
2023-03-17,0.00000,7.00000,1.00000,3.00000,3.00000
2023-03-20,1.00000,12.00000,4.00000,4.25000,4.25000
2023-03-21,0.00000,10.00000,3.00000,2.60000,2.60000
2023-03-22,0.00000,9.00000,3.00000,4.60000,4.60000
2023-03-23,0.00000,5.00000,4.00000,2.75000,2.75000
2023-03-24,0.00000,5.00000,2.00000,2.50000,2.50000
2023-03-28,0.00000,6.00000,3.00000,6.33000,6.33000
2023-03-29,0.00000,8.00000,2.00000,3.00000,3.00000
2023-03-30,2.00000,8.00000,3.00000,4.33000,4.33000
2023-03-31,1.00000,7.00000,1.00000,2.00000,2.00000
2023-04-03,0.00000,11.00000,4.00000,4.25000,4.25000
2023-04-04,0.00000,10.00000,3.00000,3.00000,3.00000
2023-04-05,1.00000,8.00000,2.00000,3.00000,3.00000
2023-04-06,0.00000,7.00000,4.00000,3.00000,3.00000
2023-04-07,0.00000,9.00000,1.00000,3.00000,3.00000
2023-04-10,1.00000,13.00000,2.00000,7.50000,7.50000
2023-04-11,2.00000,14.00000,1.00000,5.00000,5.00000
2023-04-12,1.00000,11.00000,6.00000,3.00000,3.00000
2023-04-13,1.00000,11.00000,5.00000,6.20000,6.20000
2023-04-14,1.00000,12.00000,2.00000,3.00000,3.00000
2023-04-17,1.00000,9.00000,8.00000,4.50000,4.50000
2023-04-18,1.00000,9.00000,2.00000,6.00000,6.00000
2023-04-19,1.00000,10.00000,3.00000,4.30000,4.30000
2023-04-20,0.00000,10.00000,3.00000,4.30000,4.30000
2023-04-21,1.00000,8.00000,5.00000,4.60000,5.20000
2023-04-24,0.00000,8.00000,3.00000,3.33000,3.33000
2023-04-25,1.00000,9.00000,1.00000,4.00000,4.00000
2023-04-26,1.00000,8.00000,3.00000,3.66000,4.33000
2023-04-27,0.00000,6.00000,5.00000,3.40000,3.40000
2023-04-28,0.00000,7.00000,3.00000,5.33000,5.33000
2023-05-01,1.00000,8.00000,3.00000,2.00000,2.00000
2023-05-02,1.00000,12.00000,2.00000,3.50000,3.50000
2023-05-03,0.00000,10.00000,5.00000,2.40000,2.40000
2023-05-04,1.00000,9.00000,2.00000,3.50000,3.50000
2023-05-05,0.00000,9.00000,3.00000,2.70000,2.70000
2023-05-08,0.00000,10.00000,7.00000,3.42000,3.42000
2023-05-09,0.00000,12.00000,0.00000,0.00000,0.00000
2023-05-10,1.00000,7.00000,5.00000,4.00000,4.00000
2023-05-11,0.00000,8.00000,3.00000,4.30000,4.30000
2023-05-12,0.00000,7.00000,3.00000,3.66000,3.66000
2023-05-15,0.00000,7.00000,6.00000,3.50000,3.50000
2023-05-16,0.00000,8.00000,2.00000,2.50000,2.50000
2023-05-17,0.00000,8.00000,2.00000,1.50000,2.00000
2023-05-18,0.00000,7.00000,4.00000,3.25000,3.25000
2023-05-19,0.00000,8.00000,0.00000,0.00000,0.00000
2023-05-22,0.00000,10.00000,5.00000,4.40000,4.40000
2023-05-23,1.00000,8.00000,5.00000,3.20000,3.20000
2023-05-24,0.00000,5.00000,5.00000,2.20000,2.20000
2023-05-25,0.00000,7.00000,2.00000,2.50000,2.50000
2023-05-26,2.00000,8.00000,1.00000,6.00000,6.00000
2023-05-30,0.00000,11.00000,7.00000,3.14000,3.14000
2023-05-31,1.00000,7.00000,5.00000,3.80000,3.80000
2023-06-01,0.00000,8.00000,2.00000,3.00000,3.00000
2023-06-02,0.00000,9.00000,1.00000,2.00000,2.00000
2023-06-05,0.00000,12.00000,3.00000,4.30000,4.30000
2023-06-06,1.00000,14.00000,0.00000,0.00000,0.00000
2023-06-07,2.00000,14.00000,1.00000,2.00000,2.00000
2023-06-08,2.00000,11.00000,7.00000,4.90000,5.00000
2023-06-09,0.00000,13.00000,3.00000,8.00000,8.00000
2023-06-12,1.00000,11.00000,5.00000,4.20000,4.60000
2023-06-13,1.00000,13.00000,4.00000,4.75000,4.75000
2023-06-14,0.00000,13.00000,4.00000,5.50000,5.50000
2023-06-15,3.00000,12.00000,2.00000,3.50000,3.50000
2023-06-16,1.00000,10.00000,6.00000,3.50000,3.60000
2023-06-20,2.00000,8.00000,6.00000,5.00000,5.83000
2023-06-21,2.00000,13.00000,2.00000,3.00000,3.50000
2023-06-22,2.00000,13.00000,2.00000,5.50000,5.50000
2023-06-23,1.00000,12.00000,5.00000,3.00000,3.00000
2023-06-26,1.00000,7.00000,8.00000,3.38000,3.38000
2023-06-27,0.00000,9.00000,1.00000,8.00000,10.00000
2023-06-28,0.00000,11.00000,3.00000,4.00000,4.00000
2023-06-29,0.00000,12.00000,3.00000,3.60000,3.60000
2023-06-30,1.00000,13.00000,3.00000,1.30000,1.30000
2023-07-03,0.00000,10.00000,8.00000,4.00000,4.00000
2023-07-05,0.00000,8.00000,7.00000,3.57000,3.71000
2023-07-06,0.00000,13.00000,0.00000,0.00000,0.00000
2023-07-07,0.00000,11.00000,3.00000,3.66000,3.66000
